# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 9.448527693748474121e-01 1.850733011960983276e-01 9.357739090919494629e-01 1.850733011960983276e-01
1.000000000000000000e+03 9.192310972139239311e-05 7.850059773772954941e-04 6.348996248561888933e-05 7.850059773772954941e-04
2.000000000000000000e+03 5.880257958779111505e-05 6.702531245537102222e-04 4.238990368321537971e-05 6.702531245537102222e-04
3.000000000000000000e+03 6.966354703763499856e-05 1.029372913762927055e-03 6.587034295080229640e-05 1.029372913762927055e-03
4.000000000000000000e+03 5.037332448409870267e-05 6.105607026256620884e-04 3.849585118587128818e-05 6.105607026256620884e-04
5.000000000000000000e+03 5.130689896759577096e-05 5.881519755348563194e-04 3.919174559996463358e-05 5.881519755348563194e-04
6.000000000000000000e+03 5.320419950294308364e-05 5.660878960043191910e-04 4.035628444398753345e-05 5.660878960043191910e-04
7.000000000000000000e+03 5.272074122331105173e-05 5.345292738638818264e-04 3.871821536449715495e-05 5.345292738638818264e-04
8.000000000000000000e+03 4.257435648469254375e-05 4.984139814041554928e-04 2.720305201364681125e-05 4.984139814041554928e-04
9.000000000000000000e+03 4.592054756358265877e-05 3.801849379669874907e-04 2.956779826490674168e-05 3.801849379669874907e-04
1.000000000000000000e+04 6.290744204306975007e-05 3.184445959050208330e-04 4.878187246504239738e-05 3.184445959050208330e-04
1.100000000000000000e+04 4.725350299850106239e-05 1.498914789408445358e-04 3.064244083361700177e-05 1.498914789408445358e-04
1.200000000000000000e+04 2.601944834168534726e-05 7.083130913088098168e-05 1.705304566712584347e-05 7.083130913088098168e-05
1.300000000000000000e+04 1.825109211495146155e-05 5.280451659928075969e-05 1.110699304263107479e-05 5.280451659928075969e-05
1.400000000000000000e+04 1.175467332359403372e-05 4.380520840641111135e-05 7.864190592954400927e-06 4.380520840641111135e-05
1.500000000000000000e+04 8.437497854174580425e-06 3.884777834173291922e-05 5.446302566269878298e-06 3.884777834173291922e-05
1.600000000000000000e+04 6.595468221348710358e-06 3.701363675645552576e-05 4.279694621800445020e-06 3.701363675645552576e-05
1.700000000000000000e+04 5.906708793190773576e-06 3.553170245140790939e-05 3.906942765752319247e-06 3.553170245140790939e-05
1.800000000000000000e+04 5.445840361062437296e-05 1.201329359901137650e-04 5.256403164821676910e-05 1.201329359901137650e-04
1.900000000000000000e+04 4.642826297640567645e-06 3.251341695431619883e-05 3.260911626057350077e-06 3.251341695431619883e-05
2.000000000000000000e+04 4.024918780487496406e-06 3.017229937540832907e-05 2.933697487605968490e-06 3.017229937540832907e-05
2.100000000000000000e+04 6.145623956399504095e-06 3.797292083618231118e-05 5.127626991452416405e-06 3.797292083618231118e-05
2.200000000000000000e+04 1.124175760196521878e-04 3.077762448810972273e-05 1.082933958969078958e-04 3.077762448810972273e-05
2.300000000000000000e+04 5.194834102439926937e-06 2.659178244357462972e-05 3.990857749158749357e-06 2.659178244357462972e-05
2.400000000000000000e+04 2.393671138634090312e-06 2.495474655006546527e-05 1.588124860063544475e-06 2.495474655006546527e-05
2.500000000000000000e+04 4.203391199553152546e-06 2.366017179156187922e-05 3.017429435203666799e-06 2.366017179156187922e-05
2.600000000000000000e+04 2.418768872303189710e-06 2.302870416315272450e-05 1.512364747213723604e-06 2.302870416315272450e-05
2.700000000000000000e+04 2.179739340135711245e-06 2.138939817086793482e-05 1.289906208512547892e-06 2.138939817086793482e-05
2.800000000000000000e+04 3.855323939205845818e-06 2.263128590129781514e-05 2.864851921913214028e-06 2.263128590129781514e-05
2.900000000000000000e+04 1.139501455327263102e-05 1.967457319551613182e-05 1.048194644681643695e-05 1.967457319551613182e-05
3.000000000000000000e+04 3.373272193130105734e-06 2.717032111831940711e-05 2.820308964146533981e-06 2.717032111831940711e-05
3.100000000000000000e+04 1.826861080189701170e-05 2.398877040832303464e-05 1.964202056115027517e-05 2.398877040832303464e-05
3.200000000000000000e+04 3.755224497581366450e-06 1.691431862127501518e-05 2.700737468330771662e-06 1.691431862127501518e-05
3.300000000000000000e+04 2.518658902772585861e-06 1.483883988839806989e-05 1.431765554116282146e-06 1.483883988839806989e-05
3.400000000000000000e+04 4.214596265228465199e-05 4.301164153730496764e-05 4.250980055076070130e-05 4.301164153730496764e-05
3.500000000000000000e+04 3.982879661634797230e-06 1.387993870594073087e-05 3.194467353750951588e-06 1.387993870594073087e-05
3.600000000000000000e+04 2.620215818751603365e-04 1.536899799248203635e-05 2.694543800316751003e-04 1.536899799248203635e-05
3.700000000000000000e+04 2.308697276021121070e-06 1.207863806484965608e-05 1.395352228428237140e-06 1.207863806484965608e-05
3.800000000000000000e+04 2.946966105810133740e-06 1.156022699433378875e-05 1.925296828630962409e-06 1.156022699433378875e-05
3.900000000000000000e+04 3.507907240418717265e-05 1.182564119517337531e-05 3.395470412215217948e-05 1.182564119517337531e-05
4.000000000000000000e+04 5.801254701509606093e-06 1.038220761984121054e-05 4.576539140543900430e-06 1.038220761984121054e-05
4.100000000000000000e+04 5.131894431542605162e-05 1.057767167367273942e-05 4.878421532339416444e-05 1.057767167367273942e-05
4.200000000000000000e+04 2.553135118432692252e-06 9.556731129123363644e-06 1.915311486300197430e-06 9.556731129123363644e-06
4.300000000000000000e+04 4.855810402659699321e-06 9.955279892892576754e-06 3.365689735801424831e-06 9.955279892892576754e-06
4.400000000000000000e+04 8.707328379387035966e-05 1.439882089471211657e-05 8.223464828915894032e-05 1.439882089471211657e-05
4.500000000000000000e+04 2.188594226026907563e-05 9.868625056697055697e-06 2.216347456851508468e-05 9.868625056697055697e-06
4.600000000000000000e+04 2.206930730608291924e-05 2.411899549770168960e-05 2.055239747278392315e-05 2.411899549770168960e-05
4.700000000000000000e+04 2.456014044582843781e-06 7.888269465183839202e-06 1.759426368153071962e-06 7.888269465183839202e-06
4.800000000000000000e+04 1.429131134500494227e-05 1.122778212447883561e-05 1.395468098053243011e-05 1.122778212447883561e-05
4.900000000000000000e+04 9.001271791930776089e-06 8.916244951251428574e-06 7.629540959896985441e-06 8.916244951251428574e-06
5.000000000000000000e+04 1.221434376930119470e-05 6.870744982734322548e-06 1.211026847158791497e-05 6.870744982734322548e-06
